BudgetBookVersion	ObjectCode	BudgetYear	DataVersion	DataValue
1994/95	SUPERANNUATION & PENSION	1992/93	ORIGINAL	17643
1994/95	SUPERANNUATION & PENSION	1992/93	REVISED	17507
1994/95	SUPERANNUATION & PENSION	1994/95	ESTIMATE	17865
1994/95	TRANSFERS & OTHER FUNDS	1991/92	ACTUAL	799
1994/95	TRANSFERS & OTHER FUNDS	1992/93	ORIGINAL	1122
1994/95	TRANSFERS & OTHER FUNDS	1992/93	REVISED	808
1994/95	TRANSFERS & OTHER FUNDS	1994/95	ESTIMATE	766
1994/95	MEMBERS PENSIONS	1991/92	ACTUAL	486
1994/95	MEMBERS PENSIONS	1992/93	ORIGINAL	605
1994/95	MEMBERS PENSIONS	1992/93	REVISED	625
1994/95	MEMBERS PENSIONS	1994/95	ESTIMATE	764
1995/96	SALARIES	1992/93	ACTUAL	141581
1995/96	SALARIES	1994/95	ORIGINAL	151890
1995/96	SALARIES	1994/95	REVISED	151827
1995/96	SALARIES	1995/96	ESTIMATE	157395
1995/96	WAGES	1992/93	ACTUAL	40783
1995/96	WAGES	1994/95	ORIGINAL	40091
1995/96	WAGES	1994/95	REVISED	41137
1995/96	WAGES	1995/96	ESTIMATE	45085
1995/96	EMPLOYER OVERHEAD	1992/93	ACTUAL	18013
1995/96	EMPLOYER OVERHEAD	1994/95	ORIGINAL	18629
1995/96	EMPLOYER OVERHEAD	1994/95	REVISED	17987
1995/96	EMPLOYER OVERHEAD	1995/96	ESTIMATE	18717
1995/96	OTHER PERSONNEL COSTS	1992/93	ACTUAL	2459
1995/96	OTHER PERSONNEL COSTS	1994/95	ORIGINAL	2872
1995/96	OTHER PERSONNEL COSTS	1994/95	REVISED	3266
1995/96	OTHER PERSONNEL COSTS	1995/96	ESTIMATE	3429
1995/96	TRAINING	1992/93	ACTUAL	2199
1995/96	TRAINING	1994/95	ORIGINAL	2189
1995/96	TRAINING	1994/95	REVISED	767
1995/96	TRAINING	1995/96	ESTIMATE	1540
1995/96	TRANSPORT & TRAVEL	1992/93	ACTUAL	6174
1995/96	TRANSPORT & TRAVEL	1994/95	ORIGINAL	6269
1995/96	TRANSPORT & TRAVEL	1994/95	REVISED	5421
1995/96	TRANSPORT & TRAVEL	1995/96	ESTIMATE	6743
1995/96	COMMUNICATIONS	1992/93	ACTUAL	3167
1995/96	COMMUNICATIONS	1994/95	ORIGINAL	3178
1995/96	COMMUNICATIONS	1994/95	REVISED	2308
1995/96	COMMUNICATIONS	1995/96	ESTIMATE	2966
1995/96	ADVERTISING & PROMOTION	1992/93	ACTUAL	16671
1995/96	ADVERTISING & PROMOTION	1994/95	ORIGINAL	18300
1995/96	ADVERTISING & PROMOTION	1994/95	REVISED	17919
1995/96	ADVERTISING & PROMOTION	1995/96	ESTIMATE	17870
1995/96	PROFESSIONAL SERVICES	1992/93	ACTUAL	13013
1995/96	PROFESSIONAL SERVICES	1994/95	ORIGINAL	20722
1995/96	PROFESSIONAL SERVICES	1994/95	REVISED	24380
1995/96	PROFESSIONAL SERVICES	1995/96	ESTIMATE	30909
1995/96	RENTALS	1992/93	ACTUAL	2240
1995/96	RENTALS	1994/95	ORIGINAL	2622
1995/96	RENTALS	1994/95	REVISED	2087
1995/96	RENTALS	1995/96	ESTIMATE	2740
1995/96	REPAIR AND MAINTENANCE	1992/93	ACTUAL	7034
1995/96	REPAIR AND MAINTENANCE	1994/95	ORIGINAL	8747
1995/96	REPAIR AND MAINTENANCE	1994/95	REVISED	8515
1995/96	REPAIR AND MAINTENANCE	1995/96	ESTIMATE	9345
1995/96	INSURANCE	1992/93	ACTUAL	2863
1995/96	INSURANCE	1994/95	ORIGINAL	3757
1995/96	INSURANCE	1994/95	REVISED	3879
1995/96	INSURANCE	1995/96	ESTIMATE	6497
1995/96	ENERGY	1992/93	ACTUAL	7812
1995/96	ENERGY	1994/95	ORIGINAL	9302
1995/96	ENERGY	1994/95	REVISED	9195
1995/96	ENERGY	1995/96	ESTIMATE	9332
1995/96	CLOTHING, UNIFORMS, LAUNDRY	1992/93	ACTUAL	914
1995/96	CLOTHING, UNIFORMS, LAUNDRY	1994/95	ORIGINAL	1045
1995/96	CLOTHING, UNIFORMS, LAUNDRY	1994/95	REVISED	1079
1995/96	CLOTHING, UNIFORMS, LAUNDRY	1995/96	ESTIMATE	1124
1995/96	MATERIALS & SUPPLIES	1992/93	ACTUAL	14299
1995/96	MATERIALS & SUPPLIES	1994/95	ORIGINAL	14229
1995/96	MATERIALS & SUPPLIES	1994/95	REVISED	15625
1995/96	MATERIALS & SUPPLIES	1995/96	ESTIMATE	16822
1995/96	EQUIPMENT PURCHASES	1992/93	ACTUAL	308
1995/96	EQUIPMENT PURCHASES	1994/95	ORIGINAL	182
1995/96	EQUIPMENT PURCHASES	1994/95	REVISED	247
1995/96	EQUIPMENT PURCHASES	1995/96	ESTIMATE	272
1995/96	OTHER EXPENSES	1992/93	ACTUAL	1533
1995/96	OTHER EXPENSES	1994/95	ORIGINAL	1839
1995/96	OTHER EXPENSES	1994/95	REVISED	1001
1995/96	OTHER EXPENSES	1995/96	ESTIMATE	1311
1995/96	RECEIPTS TO CREDITED TO PROGRAM	1992/93	ACTUAL	-19290
1995/96	RECEIPTS TO CREDITED TO PROGRAM	1994/95	ORIGINAL	-22033
1995/96	RECEIPTS TO CREDITED TO PROGRAM	1994/95	REVISED	-21942
1995/96	RECEIPTS TO CREDITED TO PROGRAM	1995/96	ESTIMATE	-24051
1995/96	W & E DEPARTMENTAL SUPPORT	1992/93	ACTUAL	2744
1995/96	W & E DEPARTMENTAL SUPPORT	1994/95	ORIGINAL	3216
1995/96	W & E DEPARTMENTAL SUPPORT	1994/95	REVISED	3216
1995/96	W & E DEPARTMENTAL SUPPORT	1995/96	ESTIMATE	4165
1995/96	TRANSFERS & OTHER FUNDS	1992/93	ACTUAL	859
1995/96	TRANSFERS & OTHER FUNDS	1994/95	ORIGINAL	766
1995/96	TRANSFERS & OTHER FUNDS	1994/95	REVISED	2641
1995/96	TRANSFERS & OTHER FUNDS	1995/96	ESTIMATE	3151
1995/96	GOVT. GRANTS & CONTRIBUTIONS	1992/93	ACTUAL	66766
1995/96	GOVT. GRANTS & CONTRIBUTIONS	1994/95	ORIGINAL	72759
1995/96	GOVT. GRANTS & CONTRIBUTIONS	1994/95	REVISED	76137
1995/96	GOVT. GRANTS & CONTRIBUTIONS	1995/96	ESTIMATE	77039
1995/96	DEBT CHARGES	1992/93	ACTUAL	721
1995/96	DEBT CHARGES	1994/95	ORIGINAL	590
1995/96	DEBT CHARGES	1994/95	REVISED	7870
1995/96	DEBT CHARGES	1995/96	ESTIMATE	8630
1996/97	SALARIES	1995/96	ORIGINAL	157395
1996/97	SALARIES	1995/96	REVISED	155776
1996/97	SALARIES	1996/97	ESTIMATE	166927
1996/97	WAGES	1995/96	ORIGINAL	45085
1996/97	WAGES	1995/96	REVISED	44753
1996/97	WAGES	1996/97	ESTIMATE	47191
1996/97	EMPLOYER OVERHEAD	1995/96	ORIGINAL	18717
1996/97	EMPLOYER OVERHEAD	1995/96	REVISED	19106
1996/97	EMPLOYER OVERHEAD	1996/97	ESTIMATE	19936
1996/97	OTHER PERSONNEL COSTS	1995/96	ORIGINAL	3429
1996/97	OTHER PERSONNEL COSTS	1995/96	REVISED	4559
1996/97	OTHER PERSONNEL COSTS	1996/97	ESTIMATE	3846
1996/97	TRAINING	1995/96	ORIGINAL	1540
1996/97	TRAINING	1995/96	REVISED	1501
1996/97	TRAINING	1996/97	ESTIMATE	1814
1996/97	TRANSPORT & TRAVEL	1995/96	ORIGINAL	6743
1996/97	TRANSPORT & TRAVEL	1995/96	REVISED	6859
1996/97	TRANSPORT & TRAVEL	1996/97	ESTIMATE	7084
1996/97	COMMUNICATIONS	1995/96	ORIGINAL	2966
1996/97	COMMUNICATIONS	1995/96	REVISED	3076
1996/97	COMMUNICATIONS	1996/97	ESTIMATE	3363
1996/97	ADVERTISING & PROMOTION	1995/96	ORIGINAL	17870
1996/97	ADVERTISING & PROMOTION	1995/96	REVISED	17754
1996/97	ADVERTISING & PROMOTION	1996/97	ESTIMATE	19711
1996/97	PROFESSIONAL SERVICES	1995/96	ORIGINAL	30909
1996/97	PROFESSIONAL SERVICES	1995/96	REVISED	33173
1996/97	PROFESSIONAL SERVICES	1996/97	ESTIMATE	29397
1996/97	RENTALS	1995/96	ORIGINAL	2740
1996/97	RENTALS	1995/96	REVISED	2768
1996/97	RENTALS	1996/97	ESTIMATE	3280
1996/97	REPAIR AND MAINTENANCE	1995/96	ORIGINAL	9345
1996/97	REPAIR AND MAINTENANCE	1995/96	REVISED	9430
1996/97	REPAIR AND MAINTENANCE	1996/97	ESTIMATE	8685
1996/97	INSURANCE	1995/96	ORIGINAL	6497
1996/97	INSURANCE	1995/96	REVISED	6511
1996/97	INSURANCE	1996/97	ESTIMATE	7012
1996/97	ENERGY	1995/96	ORIGINAL	9332
1996/97	ENERGY	1995/96	REVISED	9278
1996/97	ENERGY	1996/97	ESTIMATE	10118
1996/97	CLOTHING, UNIFORMS, LAUNDRY	1995/96	ORIGINAL	1124
1996/97	CLOTHING, UNIFORMS, LAUNDRY	1995/96	REVISED	1221
1996/97	CLOTHING, UNIFORMS, LAUNDRY	1996/97	ESTIMATE	1220
1996/97	MATERIALS & SUPPLIES	1995/96	ORIGINAL	16822
1996/97	MATERIALS & SUPPLIES	1995/96	REVISED	17517
1996/97	MATERIALS & SUPPLIES	1996/97	ESTIMATE	17318
1996/97	EQUIPMENT PURCHASES	1995/96	ORIGINAL	272
1996/97	EQUIPMENT PURCHASES	1995/96	REVISED	311
1996/97	EQUIPMENT PURCHASES	1996/97	ESTIMATE	251
1996/97	OTHER EXPENSES	1995/96	ORIGINAL	1311
1996/97	OTHER EXPENSES	1995/96	REVISED	1031
1996/97	OTHER EXPENSES	1996/97	ESTIMATE	1163
1996/97	RECEIPTS TO CREDITED TO PROGRAM	1995/96	ORIGINAL	-24051
1996/97	RECEIPTS TO CREDITED TO PROGRAM	1995/96	REVISED	-24318
1996/97	RECEIPTS TO CREDITED TO PROGRAM	1996/97	ESTIMATE	-16763
1996/97	W & E DEPARTMENTAL SUPPORT	1995/96	ORIGINAL	4165
1996/97	W & E DEPARTMENTAL SUPPORT	1995/96	REVISED	4165
1996/97	W & E DEPARTMENTAL SUPPORT	1996/97	ESTIMATE	4505
1996/97	TRANSFERS & OTHER FUNDS	1995/96	ORIGINAL	3151
1996/97	TRANSFERS & OTHER FUNDS	1995/96	REVISED	2975
1996/97	TRANSFERS & OTHER FUNDS	1996/97	ESTIMATE	3389
1996/97	GOVT. GRANTS & CONTRIBUTIONS	1995/96	ORIGINAL	77039
1996/97	GOVT. GRANTS & CONTRIBUTIONS	1995/96	REVISED	78594
1996/97	GOVT. GRANTS & CONTRIBUTIONS	1996/97	ESTIMATE	86197
1996/97	DEBT CHARGES	1995/96	ORIGINAL	8630
1996/97	DEBT CHARGES	1995/96	REVISED	7440
1996/97	DEBT CHARGES	1996/97	ESTIMATE	10670
1997/98	SALARIES	1995/96	ACTUAL	154929
1997/98	SALARIES	1996/97	ORIGINAL	166927
1997/98	SALARIES	1996/97	REVISED	166238
1997/98	SALARIES	1997/98	ESTIMATE	180411
1997/98	WAGES	1995/96	ACTUAL	50988
1997/98	WAGES	1996/97	ORIGINAL	47191
1997/98	WAGES	1996/97	REVISED	47715
1997/98	WAGES	1997/98	ESTIMATE	45850
1997/98	EMPLOYER OVERHEAD	1995/96	ACTUAL	19116
1997/98	EMPLOYER OVERHEAD	1996/97	ORIGINAL	19936
1997/98	EMPLOYER OVERHEAD	1996/97	REVISED	19384
1997/98	EMPLOYER OVERHEAD	1997/98	ESTIMATE	22038
1997/98	OTHER PERSONNEL COSTS	1995/96	ACTUAL	3830
1997/98	OTHER PERSONNEL COSTS	1996/97	ORIGINAL	3846
1997/98	OTHER PERSONNEL COSTS	1996/97	REVISED	4513
1997/98	OTHER PERSONNEL COSTS	1997/98	ESTIMATE	5107
1997/98	TRAINING	1995/96	ACTUAL	898
1997/98	TRAINING	1996/97	ORIGINAL	1814
1997/98	TRAINING	1996/97	REVISED	1837
1997/98	TRAINING	1997/98	ESTIMATE	3027
1997/98	TRANSPORT	1995/96	ACTUAL	5265
1997/98	TRANSPORT	1996/97	ORIGINAL	5214
1997/98	TRANSPORT	1996/97	REVISED	5193
1997/98	TRANSPORT	1997/98	ESTIMATE	4971
1997/98	TRAVEL	1995/96	ACTUAL	1905
1997/98	TRAVEL	1996/97	ORIGINAL	1870
1997/98	TRAVEL	1996/97	REVISED	1937
1997/98	TRAVEL	1997/98	ESTIMATE	1981
1997/98	COMMUNICATIONS	1995/96	ACTUAL	3320
1997/98	COMMUNICATIONS	1996/97	ORIGINAL	3363
1997/98	COMMUNICATIONS	1996/97	REVISED	3137
1997/98	COMMUNICATIONS	1997/98	ESTIMATE	3397
1997/98	ADVERTISING & PROMOTION	1995/96	ACTUAL	20606
1997/98	ADVERTISING & PROMOTION	1996/97	ORIGINAL	19711
1997/98	ADVERTISING & PROMOTION	1996/97	REVISED	19319
1997/98	ADVERTISING & PROMOTION	1997/98	ESTIMATE	19747
1997/98	PROFESSIONAL SERVICES	1995/96	ACTUAL	32260
1997/98	PROFESSIONAL SERVICES	1996/97	ORIGINAL	29397
1997/98	PROFESSIONAL SERVICES	1996/97	REVISED	31081
1997/98	PROFESSIONAL SERVICES	1997/98	ESTIMATE	28250
1997/98	RENTALS	1995/96	ACTUAL	2765
1997/98	RENTALS	1996/97	ORIGINAL	3280
1997/98	RENTALS	1996/97	REVISED	3259
1997/98	RENTALS	1997/98	ESTIMATE	3753
1997/98	REPAIR AND MAINTENANCE	1995/96	ACTUAL	5195
1997/98	REPAIR AND MAINTENANCE	1996/97	ORIGINAL	8685
1997/98	REPAIR AND MAINTENANCE	1996/97	REVISED	8846
1997/98	REPAIR AND MAINTENANCE	1997/98	ESTIMATE	9550
1997/98	INSURANCE	1995/96	ACTUAL	5946
1997/98	INSURANCE	1996/97	ORIGINAL	7012
1997/98	INSURANCE	1996/97	REVISED	7137
1997/98	INSURANCE	1997/98	ESTIMATE	7126
1997/98	ENERGY	1995/96	ACTUAL	8708
1997/98	ENERGY	1996/97	ORIGINAL	10118
1997/98	ENERGY	1996/97	REVISED	9822
1997/98	ENERGY	1997/98	ESTIMATE	10284
1997/98	CLOTHING, UNIFORMS, LAUNDRY	1995/96	ACTUAL	1339
1997/98	CLOTHING, UNIFORMS, LAUNDRY	1996/97	ORIGINAL	1220
1997/98	CLOTHING, UNIFORMS, LAUNDRY	1996/97	REVISED	1376
1997/98	CLOTHING, UNIFORMS, LAUNDRY	1997/98	ESTIMATE	1318
1997/98	MATERIALS & SUPPLIES	1995/96	ACTUAL	19141
1997/98	MATERIALS & SUPPLIES	1996/97	ORIGINAL	17318
1997/98	MATERIALS & SUPPLIES	1996/97	REVISED	17033
1997/98	MATERIALS & SUPPLIES	1997/98	ESTIMATE	17665
1997/98	EQUIPMENT PURCHASES	1995/96	ACTUAL	509
1997/98	EQUIPMENT PURCHASES	1996/97	ORIGINAL	251
1997/98	EQUIPMENT PURCHASES	1996/97	REVISED	301
1997/98	EQUIPMENT PURCHASES	1997/98	ESTIMATE	377
1997/98	OTHER EXPENSES	1995/96	ACTUAL	1797
1997/98	OTHER EXPENSES	1996/97	ORIGINAL	1163
1997/98	OTHER EXPENSES	1996/97	REVISED	1170
1997/98	OTHER EXPENSES	1997/98	ESTIMATE	1273
1997/98	RECEIPTS TO CREDITED TO PROGRAM	1995/96	ACTUAL	-27876
1997/98	RECEIPTS TO CREDITED TO PROGRAM	1996/97	ORIGINAL	-16763
1997/98	RECEIPTS TO CREDITED TO PROGRAM	1996/97	REVISED	-16543
1997/98	RECEIPTS TO CREDITED TO PROGRAM	1997/98	ESTIMATE	-17052
1997/98	CAPITAL RECHARGES	1995/96	ACTUAL	0
1997/98	CAPITAL RECHARGES	1996/97	ORIGINAL	0
1997/98	CAPITAL RECHARGES	1996/97	REVISED	-1797
1997/98	CAPITAL RECHARGES	1997/98	ESTIMATE	-1530
1997/98	W & E DEPARTMENTAL SUPPORT	1995/96	ACTUAL	4105
1997/98	W & E DEPARTMENTAL SUPPORT	1996/97	ORIGINAL	4505
1997/98	W & E DEPARTMENTAL SUPPORT	1996/97	REVISED	5056
1997/98	W & E DEPARTMENTAL SUPPORT	1997/98	ESTIMATE	5108
1997/98	TRANSFERS & OTHER FUNDS	1995/96	ACTUAL	3831
1997/98	TRANSFERS & OTHER FUNDS	1996/97	ORIGINAL	3389
1997/98	TRANSFERS & OTHER FUNDS	1996/97	REVISED	3739
1997/98	TRANSFERS & OTHER FUNDS	1997/98	ESTIMATE	4539
1997/98	GOVT. GRANTS & CONTRIBUTIONS	1995/96	ACTUAL	75791
1997/98	GOVT. GRANTS & CONTRIBUTIONS	1996/97	ORIGINAL	86197
1997/98	GOVT. GRANTS & CONTRIBUTIONS	1996/97	REVISED	86402
1997/98	GOVT. GRANTS & CONTRIBUTIONS	1997/98	ESTIMATE	93422
1997/98	DEBT CHARGES	1995/96	ACTUAL	7823
1997/98	DEBT CHARGES	1996/97	ORIGINAL	10670
1997/98	DEBT CHARGES	1996/97	REVISED	8870
1997/98	DEBT CHARGES	1997/98	ESTIMATE	11060
1998/99	SALARIES	1996/97	ACTUAL	161303
1998/99	SALARIES	1997/98	ORIGINAL	180411
1998/99	SALARIES	1997/98	REVISED	181596
1998/99	SALARIES	1998/99	ESTIMATE	188764
1998/99	WAGES	1996/97	ACTUAL	48512
1998/99	WAGES	1997/98	ORIGINAL	45850
1998/99	WAGES	1997/98	REVISED	45986
1998/99	WAGES	1998/99	ESTIMATE	45206
1998/99	EMPLOYER OVERHEAD	1996/97	ACTUAL	20418
1998/99	EMPLOYER OVERHEAD	1997/98	ORIGINAL	22038
1998/99	EMPLOYER OVERHEAD	1997/98	REVISED	22051
1998/99	EMPLOYER OVERHEAD	1998/99	ESTIMATE	25115
1998/99	OTHER PERSONNEL COSTS	1996/97	ACTUAL	5012
1998/99	OTHER PERSONNEL COSTS	1997/98	ORIGINAL	5107
1998/99	OTHER PERSONNEL COSTS	1997/98	REVISED	5385
1998/99	OTHER PERSONNEL COSTS	1998/99	ESTIMATE	4965
1998/99	TRAINING	1996/97	ACTUAL	1194
1998/99	TRAINING	1997/98	ORIGINAL	3027
1998/99	TRAINING	1997/98	REVISED	3082
1998/99	TRAINING	1998/99	ESTIMATE	3210
1998/99	TRANSPORT	1996/97	ACTUAL	7045
1998/99	TRANSPORT	1997/98	ORIGINAL	4971
1998/99	TRANSPORT	1997/98	REVISED	4933
1998/99	TRANSPORT	1998/99	ESTIMATE	5084
1998/99	TRAVEL	1996/97	ACTUAL	0
1998/99	TRAVEL	1997/98	ORIGINAL	1981
1998/99	TRAVEL	1997/98	REVISED	2055
1998/99	TRAVEL	1998/99	ESTIMATE	2294
1998/99	COMMUNICATIONS	1996/97	ACTUAL	4040
1998/99	COMMUNICATIONS	1997/98	ORIGINAL	3397
1998/99	COMMUNICATIONS	1997/98	REVISED	3568
1998/99	COMMUNICATIONS	1998/99	ESTIMATE	3603
1998/99	ADVERTISING & PROMOTION	1996/97	ACTUAL	18218
1998/99	ADVERTISING & PROMOTION	1997/98	ORIGINAL	19747
1998/99	ADVERTISING & PROMOTION	1997/98	REVISED	19112
1998/99	ADVERTISING & PROMOTION	1998/99	ESTIMATE	20317
1998/99	PROFESSIONAL SERVICES	1996/97	ACTUAL	32768
1998/99	PROFESSIONAL SERVICES	1997/98	ORIGINAL	28250
1998/99	PROFESSIONAL SERVICES	1997/98	REVISED	29267
1998/99	PROFESSIONAL SERVICES	1998/99	ESTIMATE	30261
1998/99	RENTALS	1996/97	ACTUAL	2919
1998/99	RENTALS	1997/98	ORIGINAL	3753
1998/99	RENTALS	1997/98	REVISED	3805
1998/99	RENTALS	1998/99	ESTIMATE	4848
1998/99	REPAIR AND MAINTENANCE	1996/97	ACTUAL	5618
1998/99	REPAIR AND MAINTENANCE	1997/98	ORIGINAL	9550
1998/99	REPAIR AND MAINTENANCE	1997/98	REVISED	9640
1998/99	REPAIR AND MAINTENANCE	1998/99	ESTIMATE	9903
1998/99	INSURANCE	1996/97	ACTUAL	5555
1998/99	INSURANCE	1997/98	ORIGINAL	7126
1998/99	INSURANCE	1997/98	REVISED	7134
1998/99	INSURANCE	1998/99	ESTIMATE	5617
1998/99	ENERGY	1996/97	ACTUAL	9596
1998/99	ENERGY	1997/98	ORIGINAL	10284
1998/99	ENERGY	1997/98	REVISED	9882
1998/99	ENERGY	1998/99	ESTIMATE	9680
1998/99	CLOTHING, UNIFORMS, LAUNDRY	1996/97	ACTUAL	1369
1998/99	CLOTHING, UNIFORMS, LAUNDRY	1997/98	ORIGINAL	1318
1998/99	CLOTHING, UNIFORMS, LAUNDRY	1997/98	REVISED	1418
1998/99	CLOTHING, UNIFORMS, LAUNDRY	1998/99	ESTIMATE	1496
1998/99	MATERIALS & SUPPLIES	1996/97	ACTUAL	18964
1998/99	MATERIALS & SUPPLIES	1997/98	ORIGINAL	17665
1998/99	MATERIALS & SUPPLIES	1997/98	REVISED	17497
1998/99	MATERIALS & SUPPLIES	1998/99	ESTIMATE	17314
1998/99	EQUIPMENT PURCHASES	1996/97	ACTUAL	713
1998/99	EQUIPMENT PURCHASES	1997/98	ORIGINAL	377
1998/99	EQUIPMENT PURCHASES	1997/98	REVISED	338
1998/99	EQUIPMENT PURCHASES	1998/99	ESTIMATE	265
1998/99	OTHER EXPENSES	1996/97	ACTUAL	1601
1998/99	OTHER EXPENSES	1997/98	ORIGINAL	1273
1998/99	OTHER EXPENSES	1997/98	REVISED	1735
1998/99	OTHER EXPENSES	1998/99	ESTIMATE	1542
1998/99	RECEIPTS TO CREDITED TO PROGRAM	1996/97	ACTUAL	-15406
1998/99	RECEIPTS TO CREDITED TO PROGRAM	1997/98	ORIGINAL	-17052
1998/99	RECEIPTS TO CREDITED TO PROGRAM	1997/98	REVISED	-17054
1998/99	RECEIPTS TO CREDITED TO PROGRAM	1998/99	ESTIMATE	-17116
1998/99	CAPITAL RECHARGES	1996/97	ACTUAL	0
1998/99	CAPITAL RECHARGES	1997/98	ORIGINAL	-1530
1998/99	CAPITAL RECHARGES	1997/98	REVISED	-1528
1998/99	CAPITAL RECHARGES	1998/99	ESTIMATE	-1528
1998/99	W & E DEPARTMENTAL SUPPORT	1996/97	ACTUAL	3918
1998/99	W & E DEPARTMENTAL SUPPORT	1997/98	ORIGINAL	5108
1998/99	W & E DEPARTMENTAL SUPPORT	1997/98	REVISED	5108
1998/99	W & E DEPARTMENTAL SUPPORT	1998/99	ESTIMATE	5300
1998/99	TRANSFERS & OTHER FUNDS	1996/97	ACTUAL	1790
1998/99	TRANSFERS & OTHER FUNDS	1997/98	ORIGINAL	4539
1998/99	TRANSFERS & OTHER FUNDS	1997/98	REVISED	4164
1998/99	TRANSFERS & OTHER FUNDS	1998/99	ESTIMATE	4236
1998/99	GOVT. GRANTS & CONTRIBUTIONS	1996/97	ACTUAL	81055
1998/99	GOVT. GRANTS & CONTRIBUTIONS	1997/98	ORIGINAL	93422
1998/99	GOVT. GRANTS & CONTRIBUTIONS	1997/98	REVISED	93165
1998/99	GOVT. GRANTS & CONTRIBUTIONS	1998/99	ESTIMATE	93308
1998/99	DEBT CHARGES	1996/97	ACTUAL	7534
1998/99	DEBT CHARGES	1997/98	ORIGINAL	11060
1998/99	DEBT CHARGES	1997/98	REVISED	9870
1998/99	DEBT CHARGES	1998/99	ESTIMATE	11420
1999/00	SALARIES	1997/98	ACTUAL	165959
1999/00	SALARIES	1998/99	ORIGINAL	188764
1999/00	SALARIES	1998/99	REVISED	186433
1999/00	SALARIES	1999/00	ESTIMATE	181577
1999/00	WAGES	1997/98	ACTUAL	53899
1999/00	WAGES	1998/99	ORIGINAL	45206
1999/00	WAGES	1998/99	REVISED	47744
1999/00	WAGES	1999/00	ESTIMATE	56729
1999/00	EMPLOYER OVERHEAD	1997/98	ACTUAL	22557
1999/00	EMPLOYER OVERHEAD	1998/99	ORIGINAL	25115
1999/00	EMPLOYER OVERHEAD	1998/99	REVISED	25119
1999/00	EMPLOYER OVERHEAD	1999/00	ESTIMATE	26043
1999/00	OTHER PERSONNEL COSTS	1997/98	ACTUAL	4916
1999/00	OTHER PERSONNEL COSTS	1998/99	ORIGINAL	4965
1999/00	OTHER PERSONNEL COSTS	1998/99	REVISED	4993
1999/00	OTHER PERSONNEL COSTS	1999/00	ESTIMATE	5316
1999/00	TRAINING	1997/98	ACTUAL	2035
1999/00	TRAINING	1998/99	ORIGINAL	3210
1999/00	TRAINING	1998/99	REVISED	3068
1999/00	TRAINING	1999/00	ESTIMATE	4381
1999/00	TRANSPORT	1997/98	ACTUAL	4642
1999/00	TRANSPORT	1998/99	ORIGINAL	5084
1999/00	TRANSPORT	1998/99	REVISED	5066
1999/00	TRANSPORT	1999/00	ESTIMATE	5008
1999/00	TRAVEL	1997/98	ACTUAL	2511
1999/00	TRAVEL	1998/99	ORIGINAL	2294
1999/00	TRAVEL	1998/99	REVISED	2436
1999/00	TRAVEL	1999/00	ESTIMATE	2771
1999/00	COMMUNICATIONS	1997/98	ACTUAL	3706
1999/00	COMMUNICATIONS	1998/99	ORIGINAL	3603
1999/00	COMMUNICATIONS	1998/99	REVISED	3802
1999/00	COMMUNICATIONS	1999/00	ESTIMATE	4437
1999/00	ADVERTISING & PROMOTION	1997/98	ACTUAL	18601
1999/00	ADVERTISING & PROMOTION	1998/99	ORIGINAL	20317
1999/00	ADVERTISING & PROMOTION	1998/99	REVISED	20272
1999/00	ADVERTISING & PROMOTION	1999/00	ESTIMATE	22124
1999/00	PROFESSIONAL SERVICES	1997/98	ACTUAL	36903
1999/00	PROFESSIONAL SERVICES	1998/99	ORIGINAL	30261
1999/00	PROFESSIONAL SERVICES	1998/99	REVISED	31461
1999/00	PROFESSIONAL SERVICES	1999/00	ESTIMATE	33600
1999/00	RENTALS	1997/98	ACTUAL	3702
1999/00	RENTALS	1998/99	ORIGINAL	4848
1999/00	RENTALS	1998/99	REVISED	5549
1999/00	RENTALS	1999/00	ESTIMATE	6040
1999/00	REPAIR AND MAINTENANCE	1997/98	ACTUAL	5580
1999/00	REPAIR AND MAINTENANCE	1998/99	ORIGINAL	9903
1999/00	REPAIR AND MAINTENANCE	1998/99	REVISED	9906
1999/00	REPAIR AND MAINTENANCE	1999/00	ESTIMATE	10670
1999/00	INSURANCE	1997/98	ACTUAL	4518
1999/00	INSURANCE	1998/99	ORIGINAL	5617
1999/00	INSURANCE	1998/99	REVISED	4433
1999/00	INSURANCE	1999/00	ESTIMATE	4365
1999/00	ENERGY	1997/98	ACTUAL	9301
1999/00	ENERGY	1998/99	ORIGINAL	9680
1999/00	ENERGY	1998/99	REVISED	9689
1999/00	ENERGY	1999/00	ESTIMATE	9759
1999/00	CLOTHING, UNIFORMS, LAUNDRY	1997/98	ACTUAL	1329
1999/00	CLOTHING, UNIFORMS, LAUNDRY	1998/99	ORIGINAL	1496
1999/00	CLOTHING, UNIFORMS, LAUNDRY	1998/99	REVISED	1478
1999/00	CLOTHING, UNIFORMS, LAUNDRY	1999/00	ESTIMATE	1584
1999/00	MATERIALS & SUPPLIES	1997/98	ACTUAL	19591
1999/00	MATERIALS & SUPPLIES	1998/99	ORIGINAL	17314
1999/00	MATERIALS & SUPPLIES	1998/99	REVISED	17481
1999/00	MATERIALS & SUPPLIES	1999/00	ESTIMATE	18209
1999/00	EQUIPMENT PURCHASES	1997/98	ACTUAL	822
1999/00	EQUIPMENT PURCHASES	1998/99	ORIGINAL	265
1999/00	EQUIPMENT PURCHASES	1998/99	REVISED	210
